naslov,publisher
LEGO Pirates of the Caribbean: The Video Game,Disney Interactive Studios

Sacred Underworld,Ascaron Entertainment GmbH

Sacred Underworld,Ascaron Entertainment

Warhammer: Mark of Chaos,Namco Bandai Games America

Warhammer: Mark of Chaos,Namco Bandai Games

Resident Evil: Revelations 2 - Episode 3: Judgment,Capcom

MotoGP 14,Bandai Namco Games

MotoGP 14,MileStone Inc.

Neverwinter Nights 2: Mysteries of Westgate,Atari

Neverwinter Nights 2: Mysteries of Westgate,Atari SA

Project X Zone 2,Bandai Namco Games

Rayman Raving Rabbids: TV Party,Ubisoft

Futuridium EP Deluxe,MixedBag

Futuridium EP Deluxe,Limited Run Games

Dragon Ball Z: Kakarot,Bandai Namco Games

Hack 'n' Slash,Double Fine Productions

The Legend of Zelda: Tri Force Heroes,Nintendo

Stories: The Path of Destinies,Spearhead Games

Ceville,Kalypso

Snoopy vs. the Red Baron,Namco Bandai Games America

Xenosaga Episode II: Jenseits von Gut und Bose,Namco

Blitzkrieg: Rolling Thunder,cdv Software

Dreamfall: The Longest Journey,Aspyr

Men of Valor,VU Games

Animal Crossing: City Folk,Nintendo

KUNAI,The Arcade Crew

Sparklite,Merge Games

NBA 2K20,2K Games

Team Sonic Racing,Sega

Sniper Elite V2 Remastered,Rebellion

Vaporum,Fatbot Games

Dead or Alive 6,Team Ninja

Dead or Alive 6,Koei Tecmo Games

Runner3,Nicalis

Runner3,Choice Provisions

World to the West,Rain Games

Mages of Mystralia,Limited Run Games

Mages of Mystralia,Borealys Games

Dragon Ball: Xenoverse 2,Bandai Namco Games

RIVE,Two Tribes

Dragon Quest Heroes: The World Tree's Woe and the Blight Below,Square Enix

Minecraft: Story Mode - Episode 3: The Last Place You Look,Telltale Games

Minecraft: Story Mode - Episode 3: The Last Place You Look,Telltale Games

Dungeon Travelers 2: The Royal Library & the Monster Seal,Atlus

Yatagarasu: Attack on Cataclysm,"Nyu Media, Ltd."

Lara Croft and the Temple of Osiris,Square Enix

The Wolf Among Us: Episode 2 - Smoke and Mirrors,Telltale Games

PixelJunk Shooter,Double Eleven

Battlefield 3: Close Quarters,Electronic Arts

Pro Evolution Soccer 2012 3D,Konami

The Blackwell Deception,Wadjet Eye Games

Sideway: New York,Sony Online Entertainment

Arcana Heart 3,Aksys Games

Spider-Man: Shattered Dimensions,Activision

DiRT 2,Codemasters

Art Style: CUBELLO,Nintendo

It's Mr. Pants,THQ

The Suffering: Ties That Bind,Midway

Star Wars Episode III: Revenge of the Sith,Ubisoft

Pitfall: The Lost Expedition,Activision

Dungeon Siege: Legends of Aranna,Microsoft Game Studios

Worms Blast,Ubisoft

Defender,Midway

BloodRayne,Majesco Games

2002 FIFA World Cup,EA Sports

Blender Bros.,Infogrames

Duke Nukem 64,GT Interactive

Lords of the Fallen,City Interactive

Strange Brigade,Rebellion

Destiny 2: Shadowkeep,Activision

Summon Night: Twin Age,Atlus

Anarchy Online: Alien Invasion,Funcom

"Bury me, my Love",Plug In Digital

Call of Duty: Infinite Warfare,Activision

Secrets of the Ark: A Broken Sword Game,DreamCatcher Interactive

Surviving Mars,Paradox Interactive

Surviving Mars,Maximum Games

Penumbra: Overture,Strategy First

Penumbra: Overture,Got Game Entertainment

Penumbra: Overture,Frictional Games

LEGO Batman 3: Beyond Gotham,Warner Bros. Interactive Entertainment

LEGO Marvel Super Heroes 2,Warner Bros. Interactive Entertainment

StarCraft II: Nova Covert Ops - Mission Pack 1,Blizzard Entertainment

Virtua Tennis 2009,Sega

Strike Vector,Ragequit Corporation

NBA 2K Playgrounds 2,2K Games

NBA 2K Playgrounds 2,Saber Interactive

Warlock 2: The Exiled,Paradox Interactive

The King of Fighters '98 Ultimate Match,Ignition Entertainment

2014 FIFA World Cup Brazil,EA Sports

"Wallace & Gromit's Grand Adventures, Episode 2: The Last Resort",Telltale Games

Warhammer: Chaosbane,Bigben Interactive

Destiny: Rise of Iron,Activision

NBA Live 08,EA Sports

Rocket Arena,Electronic Arts

Late Shift,Wales Interactive Ltd.

Hybrid,Microsoft Game Studios

Dance Dance Revolution SuperNOVA,Konami

Picross e,Jupiter Corporation

Dishonored: Dunwall City Trials,Bethesda Softworks

Dragon Ball Z: Supersonic Warriors,Atari

Need for Speed: Hot Pursuit 2,Electronic Arts

RedCard 20-03,Midway

Sonic Adventure 2 Battle,Sega

Syphon Filter 3,SCEA

NFL GameDay 2001,SCEA

4x4 Evolution,Gathering

ESPN Winter X-Games Snowboarding,Konami

Banished,Shining Rock Software

The Sojourn,Iceberg Interactive

Eagle Flight,Ubisoft

Game of Thrones: Episode Four - Sons of Winter,Telltale Games

Resident Evil: Revelations 2 - Episode 1: Penal Colony,Capcom

Earthworm Jim HD,Gameloft

SingStar '90s,SCEA

Thrillville: Off the Rails,LucasArts

Demon Gaze II,NIS America

AER: Memories of Old,Daedalic Entertainment

The King of Fighters 02/03,SNK

A Story About My Uncle,Gone North Games

Tom Clancy's HAWX,Ubisoft

WWE 2K16,2K Sports

Worm Jazz,Inconspicuous Creations

Batman: The Telltale Series - Episode 3: New World Order,Telltale Games

Gears of War: Ultimate Edition for Windows 10,Microsoft Game Studios

They Are Billions,BlitWorks

Aven Colony,Team17

Aven Colony,Sold Out Software

The Fall Part 2: Unbound,Over The Moon

The Sims 4: Get to Work,Electronic Arts

Frontlines: Fuel of War,THQ

Marvel Ultimate Alliance 3: The Black Order,Nintendo

Monster Prom,Those Awesome Guys

Always Sometimes Monsters,Devolver Digital

LEGO Pirates of the Caribbean: The Video Game,Disney Interactive Studios

Grand Slam Tennis 2,EA Sports

Marvel: Ultimate Alliance,Activision

Hard Reset,Kalypso

Hard Reset,Flying Wild Hog

Samurai Warriors 4-II,Koei Tecmo Games

Worms Revolution,Warner Bros. Interactive Entertainment

Guitar Hero: Aerosmith,Activision

The Eternal Castle Remastered,Playsaurus

Get Even,Bandai Namco Games

Get Even,The Farm 51

Warhammer: End Times - Vermintide,Fatshark AB

Tomb Raider: Anniversary,Eidos Interactive

The Surge,Focus Home Interactive

The Surge,Maximum Games

Metal Slug Anthology,SNK Playmore

The Almost Gone,Playdigious

Layton's Mystery Journey: Katrielle and The Millionaires' Conspiracy - Deluxe Edition,Level 5

Layton's Mystery Journey: Katrielle and The Millionaires' Conspiracy - Deluxe Edition,Nintendo

Gas Guzzlers Extreme,Iceberg Interactive

Worms Clan Wars,Team17

CastleStorm,Zen Studios

Crusader Kings,Paradox Interactive

Samurai Warriors,Koei

NFL Blitz Pro,Midway

Lethal Skies II,Sammy Studios

Drome Racers,THQ

Mobile Suit Gundam: Federation vs. Zeon,Bandai

Outtrigger,Sega

Disney's Atlantis: The Lost Empire,SCEA

Oni,Gathering

Gungriffon Blaze,Working Designs

Steel Division 2,Paradox Interactive

Steel Division 2,Eugen Systems

Gunvalkyrie,Sega

The Matrix: Path of Neo,Atari

eFootball PES 2021,Konami

My Time At Portia,Pathea Games

Medal of Honor: European Assault,Electronic Arts

Time of Defiance,Strategy First

Shadow Hearts,Midway

Dragon Ball Z: Budokai Tenkaichi 3,Atari

Overwatch,Blizzard Entertainment

Star Wars Battlefront: Renegade Squadron,LucasArts

Super Robot Taisen OG Saga: Endless Frontier,Atlus

Pinball Hall of Fame: The Gottlieb Collection,Crave

Pure Farming 2018,Techland

Old Man's Journey,Broken Rules

SpellForce 3,Nordic Games Publishing

Marvel's Guardians of the Galaxy - Episode 4: Who Needs You,Telltale Games

Mighty Switch Force! 2,WayForward

Assetto Corsa,505 Games

Birds of Steel,Konami

Call of Duty: Modern Warfare - Mobilized,Activision

The Dark Pictures - Little Hope,Bandai Namco Games

Cars,THQ

Killer Instinct,Microsoft Game Studios

Guitar Hero: Smash Hits,Activision

Disney Epic Mickey,Disney Interactive Studios

SNK Gals' Fighters,SNK

SNK Gals' Fighters,SNK Corporation

112 Operator,Games Operators

Just Dance 2016,Ubisoft

Chocobo's Mystery Dungeon: Every Buddy!,Square Enix

Jonah Lomu Rugby Challenge,Mad Catz

Yesterday Origins,Microids

Small Arms,Gastronaut Studios

Star Wars: The Force Unleashed,LucasArts

Test Drive: Eve of Destruction,Atari

Earthlock,Snow Castle Games

Kona,Parabole

The Sims 3 Seasons,Electronic Arts

The Eternal Castle Remastered,TFL Studios

Romancing SaGa 3,Square Enix

Starpoint Gemini Warlords,Iceberg Interactive

Warriors Orochi 3 Ultimate,Koei Tecmo Games

Star Ocean: First Departure R,Square Enix

Mulaka,Lienzo

Yooka-Laylee,Team17

SNK Arcade Classics Vol. 1,SNK Playmore

Marvel's Iron Man VR,"Camouflaj, LLC"

Marvel's Iron Man VR,Sony Interactive Entertainment

Marvel's Iron Man VR,Sony Interactive Entertainment LLC

Dragon Ball Z: Kakarot,Bandai Namco Games

RAGE 2,Bethesda Softworks

Space Hulk: Tactics,Focus Home Interactive

Thea: The Awakening,MuHa Games

Hard West,Gambitious

Hard West,Gambitious Digital Entertainment

HAWKEN,Adhesive Games

Worms Revolution,Warner Bros. Interactive Entertainment

Raiden V: Director's Cut,UFO Interactive

FAST - Racing League,Shin\'en

Need for Speed: Hot Pursuit Remastered,Electronic Arts

Madden NFL 25,Electronic Arts

Star Wars Episode III: Revenge of the Sith,Ubisoft

0RBITALIS,Mastertronic

Out of the Park Baseball Manager 2006,Sports Interactive

Bandits: Phoenix Rising,Tri Synergy

Soldiers of Anarchy,Simon & Schuster

Saiyuki: Journey West,Koei

Draugen,Red Thread Games

Spartan: Total Warrior,Sega

Wattam,Annapurna Interactive

Rad Rodgers,3D Realms

ClaDun Returns: This is Sengoku!,NIS America

Poly Bridge,Dry Cactus

Zumba Fitness Rush,Majesco Games

Zumba Fitness Rush,Majesco

Blood Bowl: Legendary Edition,Focus Home Interactive

Banjo-Tooie,Microsoft Game Studios

The Flame in the Flood,The Molasses Flood

Pathfinder: Kingmaker,Deep Silver

Pathfinder: Kingmaker,GOG

BPM: Bullets Per Minute,Awe Interactive

Disney Infinity 2.0 Edition,Disney Interactive Studios

Blues and Bullets - Episode 1: The End of Peace,A Crowd of Monsters

Soul Nomad & the World Eaters,NIS America

Yooka-Laylee,Team17

Muse Dash,X.D. Network Inc.

Last Year: The Nightmare,Elastic Games

Fist Puncher,Team2Bit

Kinect: Disneyland Adventures,Microsoft Game Studios

inFamous: First Light,SCEA

Iron Danger,Action Squad Studios

ModNation Racers,SCEA

Nancy Drew: The White Wolf of Icicle Creek,Her Interactive

Battle Engine Aquila,Atari

"Scene It? Lights, Camera, Action",Microsoft Game Studios

Hitman: Codename 47,Eidos Interactive

Monster Lab,Eidos Interactive

Pro Evolution Soccer 2011 3D,Konami

Earth 2160,Midway

Arcade Spirits,PQube

Final Fantasy Crystal Chronicles: My Life as a Darklord,Square Enix

Mercury Meltdown Remix,Ignition Entertainment

Unstoppable Gorg,Futuremark Games Studio

My Time At Portia,Team17

Dante's Inferno,Electronic Arts

FIFA 07 Soccer,EA Sports

Kinect Sports,Microsoft Game Studios

West of Dead,Raw Fury

LEGO Harry Potter Collection,Warner Bros. Interactive Entertainment

Neverwinter Nights 2: Storm of Zehir,Atari

Neverwinter Nights 2: Storm of Zehir,Atari SA

Minoria,DANGEN Entertainment

Creed: Rise to Glory,Survios

Creed: Rise to Glory,Sony Interactive Entertainment

Creed: Rise to Glory,Sony Interactive Entertainment LLC

Immortal Redneck,CremaGames

Immortal Redneck,Crema Games

Project Highrise,Kasedo Games

Spartan: Total Warrior,Sega

Yu-Gi-Oh! Nightmare Troubadour,Konami

Beyond Divinity,Hip Games

Primal,SCEA

Godzilla: Destroy All Monsters Melee,Atari

Star Wars: Racer Revenge,LucasArts

Mat Hoffman's Pro BMX,Activision

The Sting!,JoWooD Entertainment AG

Disney's Donald Duck: Goin' Quackers,Ubisoft

Supercross,EA Sports

Motocross Mania,On Deck Interactive

Ms. Pac-Man Maze Madness,Namco

NASCAR 2001,EA Sports

Dokapon Kingdom,Atlus

SingStar Pop,SCEA

Yono and the Celestial Elephants,Plug In Digital

Beautiful Katamari,Namco Bandai Games America

Beautiful Katamari,Namco Bandai Games

NBA Live 08,EA Sports

Broken Age: Act 2,Double Fine Productions

Call of Duty: WWII,Activision

Star Wars Battlefront,Electronic Arts

World War Z,Saber Interactive

World War Z,Focus Home Interactive

World War Z,MAD DOG GAMES LLC

Wizard of Legend,Contingent99

Dragon Ball Z: Attack of the Saiyans,Namco Bandai Games

College Hoops 2K7,2K Sports

Need for Speed Carbon: Own the City,EA Games

Armored Core: Nexus,Agetec Inc.

Fe,Electronic Arts

Mega Man X Collection,Capcom

Drawn to Life,THQ

Stellaris: Apocalypse,Paradox Interactive

Agents of Mayhem,Deep Silver

Scribblenauts Unlimited,Warner Bros. Interactive Entertainment

Real World Golf,Mad Catz

Warp,Electronic Arts

Batman: The Telltale Series - Episode 2: Children of Arkham,Telltale Games

Call of Duty: Black Ops III,Activision

Zone of the Enders HD Collection,Konami

The Sims 3,Electronic Arts

War of the Roses,Paradox Interactive

Gravity Crash,SCEA

PAIN: Amusement Park,SCEA

Dragon Ball Z: Budokai Tenkaichi 2,Atari

Anarchy Reigns,Sega

Red Faction: Guerrilla Re-Mars-tered,THQ Nordic

Warlords Battlecry III,Enlight Software

Tribes Aerial Assault,Sierra Entertainment

Mini Ninjas,Eidos Interactive

Mini Ninjas,Warner Bros. Interactive Entertainment

Madagascar,Activision

Sakura Wars,Sega

Dandara,Raw Fury

Dandara,Long Hat House

X3: Terran Conflict,Atari

X3: Terran Conflict,Atari SA

Contact,Atlus

Digimon Story Cyber Sleuth: Hacker's Memory,Bandai Namco Games

Dragon Ball Z: Budokai Tenkaichi 2,Atari

Anarchy Reigns,Sega

Red Faction: Guerrilla Re-Mars-tered,THQ Nordic

Warlords Battlecry III,Enlight Software

Tribes Aerial Assault,Sierra Entertainment

Mini Ninjas,Eidos Interactive

Mini Ninjas,Warner Bros. Interactive Entertainment

Madagascar,Activision

Sakura Wars,Sega

Dandara,Raw Fury

Dandara,Long Hat House

X3: Terran Conflict,Atari

X3: Terran Conflict,Atari SA

Contact,Atlus

Digimon Story Cyber Sleuth: Hacker's Memory,Bandai Namco Games

Tony Hawk's Proving Ground,Activision

The Elder Scrolls Online: Greymoor,Bethesda Softworks

Jay and Silent Bob: Mall Brawl,The Media Indie Exchange

Lydia,Nakana.io

Heroland,XSEED Games

Planescape: Torment: Enhanced Edition / Icewind Dale: Enhanced Edition,Skybound Games

Ghostbusters: The Video Game Remastered,MAD DOG GAMES LLC

Hue,Digital Bards

A Pixel Story,Rising Star Games

Rise of the Tomb Raider: Baba Yaga - The Temple of the Witch,Square Enix

LBX: Little Battlers eXperience,Nintendo

Lemma,Evan Todd

Nihilumbra,BEAUTIFUN GAMES SL

Nihilumbra,BeautiFun Games

God of War Collection,SCEA

Gigantic Army,Nyu Media

Dustforce,Capcom

Twisted Metal: Head-On - Extra Twisted Edition,SCEA

The Lord of the Rings: The Third Age,EA Games

Classic NES Series: Zelda II: The Adventure of Link,Nintendo

Max Payne 2: The Fall of Max Payne,Rockstar Games

Warlords IV: Heroes of Etheria,Ubisoft

Indiana Jones and the Emperor's Tomb,LucasArts

All-Star Baseball 2004 featuring Derek Jeter,Acclaim

WWE Road to WrestleMania X8,THQ

Test Drive,Atari

Baseball Mogul 2003,Monkeystone

Pac-Man World 2,Namco

Excite Truck,Nintendo

Crimson Alliance,Certain Affinity

SOCOM: U.S. Navy Seals: Combined Assault,SCEA

F.E.A.R.,Vivendi Games

Mad Max,Warner Bros. Interactive Entertainment

Dreamfall Chapters Book One: Reborn,Red Thread Games

Rock of Ages,Atlus

Capcom Classics Collection Remixed,Capcom

Sparklite,Merge Games

Styx: Shards of Darkness,Focus Home Interactive

Styx: Shards of Darkness,Maximum Games

Scrapland,Enlight Software

Armillo,Fuzzy Wuzzy Games

Gratuitous Space Battles,Positech Games

Wii Fit U,Nintendo

Ridge Racer Unbounded,Namco Bandai Games

Majesty 2: The Fantasy Kingdom Sim,Paradox Interactive

Brothers In Arms DS,Ubisoft

Derrick the Deathfin,Different Tuna

"Wallace & Gromit's Grand Adventures, Episode 4: The Bogey Man",Telltale Games

Pumpkin Jack,Headup Games

Pumpkin Jack,Nicolas Meyssonnier

Borderlands 3: Psycho Krieg and the Fantastic Fustercluck,2K Games

Adventures of Pip,TicToc Games

Harvest Moon: Frantic Farming,Natsume

Serious Sam II,2K Games

Urban Chaos: Riot Response,Eidos Interactive

Game of Thrones: Episode Five - A Nest of Vipers,Telltale Games

UEFA Champions League 2006-2007,EA Games

Persona 5: Dancing in Starlight,Atlus

Medal of Honor: European Assault,Electronic Arts

Bujingai: The Forsaken City,Bam Entertainment

Lamplight City,Application Systems Heidelberg

The Wonderful 101: Remastered,PlatinumGames

Headmaster,Sony Interactive Entertainment

Galaga Legions DX,Namco Bandai Games

Solar 2,Murudai

FIFA World Cup: Germany 2006,Electronic Arts

Midway Arcade Treasures,Midway

No More Heroes: Heroes Paradise,Konami

Destiny: House of Wolves,Activision

Castlevania: Lords of Shadow - Mirror of Fate,Konami

Dead Rising 4,Microsoft Game Studios

Battlefield 3: Close Quarters,Electronic Arts

The Bigs,2K Sports

Mushroom Wars 2,Zillion Whales

Beyond: Two Souls,SCEA

Broken Sword 5: The Serpent's Curse,Deep Silver

Alpha Protocol,Sega

The Surge,Deck 13

The Surge,Focus Home Interactive

Hatoful Boyfriend,Devolver Digital

Call of Duty: Advanced Warfare - Havoc,Activision

Need for Speed Underground 2,Electronic Arts

Puyo Pop Fever,Sega

Siren,SCEA

Silent Hill 3,Konami

Medal of Honor: Allied Assault - Breakthrough,Electronic Arts

Buffy the Vampire Slayer: Chaos Bleeds,VU Games

X2: Wolverine's Revenge,Activision

Impossible Creatures,Microsoft Game Studios

NBA Inside Drive 2003,Microsoft Game Studios

Fire Pro Wrestling 2,Bam Entertainment

Cultures 2: The Gates of Asgard,JoWooD Entertainment AG

Looney Tunes: Sheep Raider,Infogrames

Call to Power II,Activision

FIFA 21,Electronic Arts

Monster Hunter Freedom 2,Capcom

Grand Ages: Rome,Viva Media

Grand Ages: Rome,"Viva Media, LLC"

RAGE 2,Bethesda Softworks

Tricky Towers,WeirdBeard B.V.

Tricky Towers,WeirdBeard

Remember Me,Capcom

Layers of Fear,Bloober Team

Serious Sam 3: BFE,Devolver Digital

No Straight Roads,Sold Out

No Straight Roads,Metronomik

WWE SmackDown vs. Raw 2009,THQ

Zombie Army 4: Dead War,Rebellion

Zombie Army 4: Dead War,U&I Entertainment

Earth Defense Force 2: Invaders From Planet Space,XSEED Games

Bully: Scholarship Edition,Rockstar Games

Final Fantasy Type-0 HD,Square Enix

Marvel vs. Capcom Origins,Capcom

chick chick BOOM,Tons of Bits

CastleStorm: Virtual Reality,Zen Studios

Order Up!!,Ignition Entertainment

Blocks That Matter,Swing Swing Submarine

DC Universe Online,Sony Online Entertainment

The Getaway,SCEA

NBA 2K8,2K Sports

Omega Five,Hudson Entertainment

Race Pro,Atari

Race Pro,Atari SA

Anno 2205,Ubisoft

NBA 06,SCEA

NBA 06,SCEA Sports Studio

Lost Dimension,Atlus

Commanders: Attack of the Genos,Sierra Online

"Warhammer 40,000: Mechanicus",Kalypso

"Warhammer 40,000: Mechanicus",Kasedo Games

Monster Energy Supercross - The Official Videogame 2,Milestone S.r.l

Regalia: Of Men and Monarchs - Royal Edition,Crunching Koalas

Block N Load,Jagex Games Studio

Full Bore,Whole Hog Games

The Last Federation,"Arcen Games, LLC"

Just Dance 2014,Ubisoft

Loadout,Edge of Reality

Ridge Racer Unbounded,Namco Bandai Games

Overlord: Raising Hell,Codemasters

Ys: The Ark of Napishtim,Konami

Samurai Warriors: Xtreme Legends,Koei

Front Mission,Square Enix

Thrillville,LucasArts

"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",Buena Vista Games

Tokobot,Tecmo

Stubbs the Zombie in Rebel Without a Pulse,Aspyr

Baldur's Gate and Baldur's Gate II: Enhanced Editions,Skybound Games

NAIRI: Tower of Shirin,Homebear Studios

NAIRI: Tower of Shirin,HomeBearStudio

NAIRI: Tower of Shirin,HoundPicked Games

Leo's Fortune,Tilting Point

Samurai Shodown II,SNK Playmore

NASCAR The Game: Inside Line,Activision

Tom Clancy's Rainbow Six 3: Athena Sword,Ubisoft

Commandos 3: Destination Berlin,Eidos Interactive

Project Eden,Eidos Interactive

Spider-Man,Activision

Magic: The Gathering - Battlegrounds,Atari

LEGO DC Super-Villains,Warner Bros. Interactive Entertainment

Wayward Sky,Uber Entertainment

Tony Hawk's Proving Ground,Activision

Tower 57,11 bit studios

Cars 3: Driven to Win,Warner Bros. Interactive Entertainment

The Sims 3: University Life,Electronic Arts
